age,businesstravel,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,Attrition
-1.086675515,1,1,-0.393938184,4,1,655,1,1,2,1,1,3,2,-0.959334062,-1.090344536,0,-0.877232426,3,3,2,-0.698920855,1.724280646,2,-0.324309883,-0.339836919,-0.776138513,-0.314957778,0
0.008342998,1,0,-0.887515111,3,2,656,4,0,3,2,0,3,1,0.744533331,0.539766288,1,-1.150554102,3,3,1,0.807651194,0.278638507,2,-0.725264911,-1.183926365,-0.372486076,-1.168129647,0
-1.853188474,1,1,-1.010909343,3,0,657,4,1,2,1,1,2,0,-0.81020258,-0.68281683,0,-0.60391075,3,4,0,-1.383726333,-2.130765057,4,-1.126219938,-1.183926365,-0.776138513,-1.168129647,0
0.555852255,1,1,-0.887515111,4,0,659,3,1,3,2,4,4,1,-0.522280012,-0.68281683,0,-0.60391075,3,2,2,-0.151076474,1.242399933,3,0.678077686,-0.621200067,0.031166362,-0.599348401,0
0.665354106,1,1,-0.393938184,4,5,661,2,0,2,4,7,4,2,2.348213781,0.539766288,1,-0.330589074,3,3,1,1.355495576,0.278638507,2,-1.126219938,-1.183926365,-0.776138513,-1.168129647,0
0.11784485,1,1,-1.010909343,1,0,662,3,1,3,1,1,1,0,-0.860066265,0.132238582,0,0.489375953,3,4,0,-0.424998665,0.278638507,2,-1.326697452,-1.183926365,-0.776138513,-1.168129647,0
0.665354106,2,1,-0.023755488,5,1,663,4,0,3,2,2,3,2,-0.156919371,0.132238582,1,-0.60391075,3,2,1,-0.151076474,0.278638507,3,0.277122659,0.785615676,0.838471237,0.822604714,0
1.212863363,1,1,-1.010909343,4,0,664,4,1,2,4,5,1,1,2.077295419,1.762349406,0,-1.150554102,3,1,1,1.355495576,0.278638507,1,-0.725264911,-0.621200067,-0.776138513,-0.599348401,0
0.774855958,1,2,-1.010909343,4,0,665,1,1,2,2,8,3,0,-0.086604681,0.539766288,0,-1.150554102,3,2,0,-0.151076474,-1.648884344,4,-0.925742425,-0.621200067,-0.776138513,-0.599348401,0
-0.320162556,1,0,0.593215671,3,3,666,3,1,3,1,6,3,2,-0.869257728,-0.68281683,1,0.762697628,3,4,2,-0.424998665,0.278638507,3,0.277122659,-0.621200067,-0.776138513,0.538214091,0
-1.086675515,1,0,-0.887515111,1,2,667,3,0,3,1,6,1,2,-0.763096334,-1.090344536,0,-1.150554102,3,2,1,-0.835881951,0.278638507,3,-0.524787397,-0.339836919,-0.776138513,-0.599348401,1
-1.743686623,1,0,1.580369526,1,3,669,3,0,3,1,6,3,0,-0.669802988,-0.68281683,0,-1.150554102,3,3,0,-1.109804142,-0.685122918,3,-0.725264911,-0.621200067,-0.372486076,-0.599348401,0
0.774855958,1,1,-0.764120879,4,5,671,4,0,3,5,5,4,1,2.348213781,0.539766288,1,-0.877232426,3,1,1,2.040301053,-0.685122918,4,-0.925742425,-0.621200067,-0.776138513,-0.883739024,0
-1.634184772,1,1,-0.393938184,1,1,675,1,0,3,1,1,3,1,-0.824679134,-1.090344536,0,1.30934098,4,4,0,-1.109804142,0.278638507,3,-0.925742425,-0.621200067,0.031166362,-0.599348401,0
-0.429664407,1,0,-0.14714972,4,2,677,3,0,3,2,0,3,2,0.170526487,-1.090344536,0,-0.877232426,3,4,0,-0.698920855,0.278638507,3,-0.324309883,-1.183926365,-0.372486076,-0.599348401,0
-0.539166258,1,1,-0.023755488,4,0,679,1,1,3,2,1,4,1,-0.009166608,-0.68281683,1,-0.877232426,3,4,1,-0.698920855,-0.685122918,2,-0.123832369,-0.05847377,-0.776138513,0.253823468,0
-0.758169961,2,1,-0.764120879,3,1,680,3,1,3,1,1,3,2,-0.983231865,-0.68281683,0,1.30934098,4,3,1,-1.383726333,-0.685122918,3,-1.126219938,-1.183926365,-0.776138513,-1.168129647,0
1.76037262,1,0,-1.010909343,1,1,682,4,1,3,2,0,1,0,0.463963933,1.762349406,0,1.30934098,4,4,0,0.94461229,-0.685122918,4,1.479987742,0.785615676,2.251254768,1.675776582,0
-0.320162556,1,1,-1.010909343,5,0,683,2,0,3,1,1,4,1,-0.843521632,-0.68281683,0,-0.877232426,3,4,1,-0.151076474,1.242399933,2,0.678077686,1.348341973,2.251254768,1.106995337,0
0.884357809,2,0,2.073946453,4,0,684,1,1,3,2,0,1,1,-0.477012058,-0.275289124,0,-0.330589074,3,4,2,-0.835881951,1.242399933,3,-1.126219938,-0.902563216,-0.776138513,-1.168129647,1
-1.196177366,1,1,-0.393938184,3,0,686,3,1,3,1,2,4,1,-0.850874802,-0.68281683,1,-0.60391075,3,3,1,-1.109804142,-0.685122918,3,-0.725264911,-0.621200067,-0.776138513,-0.599348401,0
0.008342998,1,1,-0.764120879,3,5,689,3,0,3,3,3,3,1,0.705929188,-0.68281683,0,-0.057267399,3,3,1,-0.151076474,-0.685122918,3,0.678077686,0.785615676,2.049428549,1.106995337,0
-0.867671812,1,0,-0.764120879,2,1,690,2,1,3,2,0,3,1,-0.184034186,-0.68281683,0,-0.330589074,3,1,1,-0.698920855,1.724280646,2,-0.123832369,-1.183926365,-0.372486076,-0.599348401,0
-0.210660704,1,1,-0.393938184,4,0,691,2,0,1,2,1,4,0,0.065284239,-0.68281683,0,-0.60391075,3,2,0,0.807651194,0.278638507,3,2.081420283,1.911068271,2.251254768,1.106995337,0
-0.429664407,2,1,-0.393938184,3,0,692,3,0,3,2,4,4,2,0.313223945,0.132238582,0,2.129306007,4,3,1,0.533729004,-0.685122918,1,1.279510228,1.911068271,0.838471237,0.822604714,0
1.869874471,1,2,1.21018683,4,1,698,3,0,3,3,8,2,1,1.002583646,-0.275289124,0,-0.057267399,3,3,1,0.670690099,-1.648884344,4,0.477600173,0.785615676,2.049428549,-0.883739024,0
-0.101158853,1,1,-0.023755488,2,1,699,2,0,2,2,3,2,2,0.571044473,-0.275289124,1,-1.150554102,3,3,1,0.259806813,-0.685122918,3,-0.725264911,-0.621200067,-0.776138513,-0.599348401,0
-1.086675515,1,1,-0.764120879,4,1,700,1,0,2,1,1,4,0,-0.991963755,-1.090344536,0,-0.60391075,3,4,0,-0.835881951,-2.130765057,3,-0.524787397,-0.621200067,-0.372486076,-0.883739024,0
-1.853188474,1,1,0.099638744,1,1,701,4,0,3,1,1,3,0,-1.230022638,-0.68281683,1,-1.150554102,3,4,0,-1.383726333,1.724280646,3,-1.126219938,-1.183926365,-0.372486076,-0.883739024,1
-0.429664407,2,1,-0.764120879,3,0,702,1,0,3,1,1,1,0,-0.692551858,-0.68281683,1,-1.150554102,3,1,0,-0.151076474,0.278638507,3,0.678077686,1.066978825,2.251254768,0.822604714,1
-0.210660704,0,1,-0.764120879,3,0,704,3,0,2,1,2,3,1,-1.167520692,-0.68281683,0,0.762697628,3,3,2,-1.383726333,0.278638507,3,-1.126219938,-1.183926365,-0.776138513,-1.168129647,0
-1.52468292,1,1,-0.640726647,3,1,705,1,0,4,1,1,1,1,-0.814108952,-0.275289124,0,0.216054277,3,1,1,-0.835881951,0.278638507,4,-0.725264911,-0.621200067,-0.776138513,-0.599348401,0
-1.305679218,1,0,-0.14714972,3,0,707,4,0,4,2,0,2,1,-0.347182648,-1.090344536,0,1.855984331,4,3,1,-0.972843046,1.242399933,3,-0.725264911,-0.621200067,-0.372486076,-0.599348401,0
0.11784485,1,0,-0.270543952,4,2,709,4,1,2,2,0,4,0,-0.536296993,-1.090344536,0,1.30934098,4,1,0,-0.424998665,-0.685122918,3,0.076645145,0.785615676,-0.776138513,0.253823468,0
-0.867671812,2,1,-1.010909343,4,0,710,2,0,1,1,1,4,2,-0.836857822,-0.68281683,0,0.762697628,3,4,1,-0.151076474,1.724280646,3,0.678077686,0.785615676,0.031166362,1.106995337,0
1.212863363,1,0,-0.887515111,1,2,712,2,0,4,2,0,2,1,0.403989639,0.132238582,0,-0.877232426,3,4,0,0.122845717,0.278638507,3,-0.925742425,-0.621200067,0.031166362,-0.599348401,0
-1.086675515,2,0,-0.764120879,1,1,714,4,1,4,2,0,4,2,-0.394059108,-0.68281683,1,1.30934098,4,2,2,-0.698920855,0.278638507,3,-0.123832369,0.222889379,-0.776138513,-0.030567155,0
0.008342998,1,1,0.099638744,2,0,715,4,0,4,1,1,4,0,-0.386476151,0.132238582,0,0.489375953,3,1,0,-0.972843046,-0.685122918,3,-1.126219938,-1.183926365,-0.776138513,-1.168129647,0
1.431867066,1,1,2.320734917,1,1,716,4,0,4,1,2,3,1,-0.721734752,-0.68281683,1,-1.150554102,3,3,3,1.218534481,0.278638507,3,2.281897797,1.066978825,0.434818799,1.106995337,0
-0.320162556,1,1,-0.023755488,3,1,717,4,1,2,3,4,2,0,0.519112709,-0.68281683,0,-0.330589074,3,2,0,-0.288037569,0.278638507,4,0.277122659,0.785615676,2.049428549,0.822604714,0
-1.415181069,1,0,-0.764120879,2,0,720,1,1,3,2,0,3,0,-0.410144167,2.373640965,0,-0.330589074,3,1,0,-0.972843046,0.278638507,3,-0.925742425,-0.621200067,0.031166362,-1.168129647,1
0.227346701,1,1,-0.887515111,4,3,721,4,1,2,2,4,3,0,-0.415659045,-0.68281683,0,-1.150554102,3,1,0,1.218534481,1.242399933,3,2.281897797,0.785615676,2.251254768,1.675776582,0
-0.539166258,1,0,0.099638744,3,2,722,4,0,3,2,0,4,0,-0.221948969,-0.68281683,0,-0.877232426,3,4,0,-0.151076474,-0.685122918,2,0.678077686,0.785615676,-0.776138513,1.106995337,0
1.431867066,2,0,-0.14714972,2,3,723,2,0,3,2,0,3,1,0.099752224,0.132238582,1,-0.330589074,3,1,1,0.94461229,1.242399933,3,-0.524787397,-0.339836919,-0.372486076,-0.314957778,1
0.11784485,1,1,-1.010909343,4,0,724,2,1,4,2,4,4,0,0.290245288,-1.090344536,0,-0.60391075,3,3,0,-0.151076474,1.242399933,2,0.477600173,0.785615676,-0.372486076,1.106995337,0
-1.086675515,1,1,-1.010909343,2,0,725,3,1,3,3,3,1,1,0.24130075,-0.68281683,0,-1.150554102,3,4,0,-0.288037569,0.278638507,3,0.477600173,0.785615676,-0.776138513,0.822604714,0
-0.539166258,1,1,-0.764120879,2,0,727,3,1,3,3,7,4,0,1.102311016,0.132238582,0,-0.057267399,3,4,0,-0.151076474,1.724280646,3,0.076645145,0.785615676,2.049428549,0.822604714,0
1.103361512,1,0,0.593215671,4,2,728,4,0,3,2,0,1,0,-0.322135912,-0.275289124,0,-0.877232426,3,4,0,1.218534481,-0.685122918,3,0.076645145,0.785615676,-0.372486076,0.822604714,0
0.336848552,2,0,-0.517332416,4,0,729,4,0,2,3,0,1,1,0.945137004,0.947293994,1,1.582662656,4,3,1,1.218534481,-0.685122918,3,2.281897797,2.473794568,-0.372486076,2.244557828,0
1.76037262,1,1,-0.270543952,3,0,730,3,0,4,4,7,3,1,1.942180917,0.132238582,0,1.036019304,3,3,0,2.382703792,0.278638507,3,-0.324309883,-0.902563216,-0.372486076,-0.314957778,0
0.446350404,1,2,0.099638744,4,4,731,2,0,2,5,5,4,2,2.348213781,0.132238582,0,-0.057267399,3,2,3,1.629417767,-0.685122918,2,2.281897797,0.504252527,2.251254768,0.538214091,0
2.526885579,1,0,0.840004135,4,2,732,1,0,3,2,0,1,0,-0.21988089,2.169877112,0,-0.330589074,3,4,0,-0.151076474,-1.648884344,3,-0.925742425,-0.621200067,0.031166362,-0.599348401,0
-1.086675515,2,1,0.099638744,2,0,733,4,0,3,3,3,1,2,0.558635998,-0.68281683,0,1.582662656,4,3,2,-0.288037569,1.242399933,2,0.477600173,0.785615676,-0.372486076,0.822604714,0
0.446350404,1,2,-1.010909343,3,4,734,4,0,2,5,5,3,1,2.348213781,-0.68281683,0,-0.877232426,3,2,1,1.492456672,0.278638507,3,2.281897797,0.785615676,0.031166362,1.675776582,0
1.431867066,1,0,-0.14714972,4,2,738,4,0,3,1,6,2,1,-0.571454337,1.762349406,0,-0.057267399,3,4,1,-0.972843046,-0.685122918,3,-0.925742425,-0.621200067,0.031166362,-0.599348401,0
-0.977173664,1,1,-1.010909343,2,0,741,1,1,1,1,1,2,0,-0.952670252,1.762349406,1,-0.60391075,3,4,0,-0.151076474,1.242399933,3,0.076645145,0.785615676,0.434818799,0.822604714,1
-0.101158853,0,1,-0.14714972,3,0,742,1,1,4,3,7,1,1,1.229612774,2.373640965,0,-0.330589074,3,1,1,-0.151076474,-0.685122918,3,0.277122659,0.785615676,-0.776138513,0.253823468,0
0.11784485,1,1,-1.010909343,3,0,743,3,1,3,3,3,3,0,0.344474918,0.539766288,1,-0.330589074,3,4,0,-0.151076474,1.242399933,4,-1.126219938,-1.183926365,-0.776138513,-1.168129647,0
0.774855958,0,1,1.827157989,3,1,744,1,0,1,1,2,3,0,-0.609828694,-0.275289124,0,-0.330589074,3,3,0,-0.288037569,1.724280646,3,-0.324309883,-0.621200067,-0.372486076,-0.030567155,0
1.103361512,2,0,-0.764120879,3,1,746,4,1,3,4,0,3,2,1.702283742,2.373640965,1,-0.877232426,3,4,2,2.314223244,-0.685122918,2,2.281897797,-0.621200067,2.251254768,2.528948451,0
-0.758169961,1,0,2.197340685,5,2,747,3,0,3,2,0,4,2,-0.243089333,1.762349406,0,2.129306007,4,4,1,-0.151076474,-0.685122918,2,0.277122659,0.785615676,2.049428549,0.822604714,0
-0.867671812,1,0,0.099638744,3,0,749,3,0,3,1,6,3,0,-0.854781174,-0.68281683,0,-1.150554102,3,3,0,-1.383726333,1.724280646,3,-1.126219938,-1.183926365,-0.776138513,-1.168129647,0
0.555852255,2,1,1.21018683,3,1,752,3,0,4,1,1,3,2,-0.827896146,1.3548217,1,-0.877232426,3,4,0,-0.56195976,-0.685122918,3,-0.925742425,-0.621200067,0.031166362,-0.599348401,1
0.665354106,2,0,0.716609903,3,0,754,4,0,2,2,0,4,1,0.101590517,0.132238582,0,0.762697628,3,3,1,-0.56195976,1.724280646,3,-0.925742425,-0.621200067,0.031166362,-0.599348401,0
-0.320162556,1,1,-0.14714972,2,1,757,2,1,3,2,4,3,0,-0.05052819,0.132238582,0,-1.150554102,3,4,0,-0.151076474,-0.685122918,3,-0.324309883,-0.902563216,0.838471237,-0.314957778,0
-1.52468292,1,1,-0.023755488,1,1,758,2,0,3,1,2,1,1,-0.887410867,-0.68281683,0,-0.330589074,3,4,1,-0.835881951,-0.685122918,4,-0.524787397,-0.339836919,-0.776138513,-0.599348401,0
0.227346701,1,2,-0.764120879,3,4,760,3,1,4,2,8,2,1,0.006229092,2.373640965,0,-0.057267399,3,3,1,0.122845717,0.278638507,1,0.277122659,-0.339836919,0.434818799,0.538214091,0
2.088878174,1,1,-0.023755488,3,1,762,3,0,3,4,4,4,1,1.089442968,1.762349406,0,-1.150554102,3,3,0,2.382703792,-1.648884344,2,0.678077686,0.785615676,-0.372486076,-0.883739024,0
0.336848552,1,1,-0.887515111,1,1,763,4,1,2,1,1,4,0,-0.923717144,-1.090344536,1,1.30934098,4,4,0,-0.835881951,-0.685122918,2,-0.524787397,-0.621200067,0.031166362,-0.314957778,0
-1.086675515,1,1,-0.270543952,3,1,764,4,1,2,2,4,1,0,0.103199023,2.169877112,0,1.036019304,3,1,0,-0.288037569,-0.685122918,1,0.076645145,0.504252527,-0.776138513,0.822604714,0
-0.867671812,1,0,0.099638744,3,2,766,4,0,3,1,6,2,2,-0.93405754,-0.68281683,0,-0.330589074,3,4,2,-1.246765237,-0.685122918,3,-0.925742425,-0.621200067,0.031166362,-0.599348401,0
1.76037262,1,1,-0.393938184,3,0,769,4,0,3,2,2,4,0,-0.898900195,-0.275289124,0,0.489375953,3,4,0,1.081573385,1.242399933,3,-0.925742425,-0.621200067,0.031166362,-0.599348401,0
-0.210660704,0,1,-0.887515111,4,0,771,4,1,3,2,4,1,2,-0.291574299,-0.275289124,0,-1.150554102,3,1,1,0.670690099,-0.685122918,4,-1.126219938,-1.183926365,-0.776138513,-1.168129647,0
-0.539166258,2,1,1.827157989,4,0,772,1,0,3,2,2,4,1,-0.2419404,-0.68281683,0,-0.057267399,3,4,2,-0.151076474,-0.685122918,3,0.678077686,1.066978825,0.838471237,0.822604714,0
0.11784485,1,1,-0.887515111,5,1,773,4,0,3,1,1,3,1,-0.759419749,1.3548217,1,-0.60391075,3,2,1,-0.698920855,-2.130765057,1,-1.126219938,-1.183926365,-0.776138513,-0.883739024,0
-0.320162556,1,1,-0.14714972,5,0,775,2,1,3,2,3,1,2,-0.285140275,0.132238582,0,-0.330589074,3,3,1,-0.56195976,0.278638507,3,-1.326697452,-1.183926365,-0.776138513,-1.168129647,0
1.650870768,1,0,-0.764120879,4,2,776,3,0,2,4,5,1,1,2.348213781,-0.68281683,0,-1.150554102,3,1,0,2.382703792,0.278638507,4,2.281897797,0.504252527,-0.372486076,2.955534386,0
-0.429664407,1,1,-1.010909343,4,5,780,4,0,3,1,1,4,0,-0.844670565,-0.68281683,1,-0.60391075,3,3,0,-0.151076474,-0.685122918,2,0.678077686,1.348341973,2.049428549,1.106995337,1
-1.305679218,1,0,2.073946453,1,1,781,3,1,3,2,0,4,0,-0.041796301,-0.68281683,0,2.129306007,4,2,0,-0.698920855,1.724280646,2,-0.123832369,0.222889379,-0.372486076,-0.030567155,0
0.884357809,1,0,-0.887515111,2,3,783,2,0,1,2,6,3,0,0.062067228,-1.090344536,0,-0.60391075,3,1,0,-0.288037569,0.278638507,3,0.277122659,0.785615676,0.434818799,-0.883739024,0
-1.52468292,1,1,0.099638744,1,1,784,1,0,4,1,1,3,0,-0.656475367,-0.68281683,0,0.762697628,3,4,0,-1.246765237,0.278638507,3,-0.925742425,-0.621200067,-0.776138513,-0.599348401,0
1.103361512,2,0,2.197340685,2,0,785,2,1,4,2,0,3,0,0.008067384,0.539766288,1,-0.877232426,3,4,0,-0.424998665,-0.685122918,3,-0.324309883,-0.05847377,-0.372486076,-0.314957778,1
-0.320162556,1,0,-0.887515111,3,5,786,4,0,3,2,0,4,0,-0.020196363,-0.68281683,0,1.855984331,4,3,0,-0.698920855,1.724280646,3,-0.123832369,0.222889379,-0.372486076,-0.030567155,0
1.979376322,1,1,-0.887515111,3,1,787,4,0,3,5,5,1,1,2.348213781,0.947293994,1,-0.60391075,3,4,1,1.766378863,-0.685122918,3,-0.324309883,-0.621200067,-0.372486076,-0.030567155,1
-0.101158853,0,0,-0.14714972,4,0,789,1,0,2,3,0,1,0,0.281513399,-0.68281683,0,-0.057267399,3,2,0,-0.151076474,-1.648884344,3,0.678077686,0.785615676,-0.776138513,1.391385959,0
1.650870768,0,1,1.21018683,4,1,791,4,0,3,1,1,4,1,-0.483446082,-1.090344536,0,0.762697628,3,1,1,-0.835881951,0.278638507,3,-0.524787397,-0.339836919,-0.372486076,-0.599348401,0
-1.196177366,2,1,-1.010909343,2,0,792,1,1,1,1,2,4,2,-0.459088706,0.132238582,0,-0.330589074,3,1,1,-0.835881951,-0.685122918,3,-0.925742425,-0.621200067,0.031166362,-1.168129647,0
-0.867671812,1,1,2.197340685,3,1,793,2,1,3,2,4,3,1,-0.465752516,0.539766288,0,-0.877232426,3,1,1,-0.014115378,0.278638507,2,0.277122659,0.785615676,-0.372486076,-0.883739024,0
-1.196177366,1,0,-0.14714972,3,3,796,4,0,2,2,0,1,0,-0.238034029,1.3548217,0,0.489375953,3,3,0,-0.698920855,-0.685122918,2,-0.524787397,-0.339836919,-0.372486076,-0.599348401,1
-0.320162556,1,1,-1.010909343,4,0,797,2,1,4,1,1,4,0,-0.708177344,-0.275289124,0,0.216054277,3,3,0,-0.151076474,-0.685122918,3,-0.524787397,-0.621200067,-0.372486076,-0.314957778,0
1.869874471,1,1,1.21018683,4,1,799,4,1,3,2,3,1,2,-0.201497965,2.373640965,1,-1.150554102,3,2,2,-0.288037569,1.242399933,3,-0.324309883,-0.339836919,-0.372486076,-0.030567155,0
-1.086675515,2,0,-0.14714972,1,2,800,3,0,3,2,0,4,1,-0.464144011,-1.090344536,0,1.036019304,3,2,1,-0.835881951,0.278638507,3,-0.524787397,-0.621200067,-0.372486076,-0.883739024,0
0.008342998,1,1,0.099638744,1,0,802,4,1,3,1,1,1,2,-0.822611055,-1.090344536,1,-0.60391075,3,2,2,-0.698920855,0.278638507,2,-0.324309883,-0.339836919,0.838471237,-0.314957778,0
0.11784485,2,1,-0.887515111,4,0,803,1,1,4,2,3,1,0,-0.087753614,1.3548217,1,-0.877232426,3,4,0,0.807651194,-0.685122918,3,1.680465256,0.785615676,0.838471237,2.244557828,0
-0.320162556,1,1,-0.887515111,4,1,804,3,1,2,1,1,1,0,-0.455182334,-0.68281683,0,-1.150554102,3,3,0,-0.698920855,0.278638507,3,-0.123832369,0.222889379,-0.372486076,-0.314957778,0
-0.210660704,1,0,-0.14714972,4,0,805,1,1,3,1,6,4,1,-0.870866234,-0.68281683,0,0.216054277,3,2,1,-1.109804142,-1.648884344,2,-0.725264911,-0.621200067,-0.776138513,-0.599348401,0
-0.758169961,1,1,-1.010909343,3,0,806,4,0,1,1,2,3,1,-0.581105373,0.132238582,0,1.582662656,4,3,2,-0.56195976,-0.685122918,3,-0.925742425,-0.621200067,-0.776138513,-0.599348401,0
0.336848552,2,1,-0.887515111,2,1,807,3,1,4,2,4,2,1,-0.486663094,-0.68281683,0,2.402627683,4,4,1,-0.424998665,-0.685122918,3,0.277122659,0.785615676,0.434818799,0.822604714,0
-0.320162556,1,0,-0.14714972,2,0,808,3,1,3,2,0,1,1,0.031735401,0.947293994,0,0.489375953,3,2,1,-0.698920855,-1.648884344,3,-0.725264911,-0.621200067,-0.372486076,-0.599348401,0
0.555852255,2,1,-0.14714972,3,0,809,2,0,3,5,5,4,2,2.348213781,-0.68281683,0,-0.60391075,3,2,1,1.766378863,1.242399933,2,2.281897797,0.785615676,2.251254768,1.391385959,0
-1.52468292,1,1,-0.393938184,3,0,811,3,0,4,1,2,1,1,-1.09398899,-0.68281683,1,1.582662656,4,3,2,-1.383726333,-0.685122918,3,-1.326697452,-1.183926365,-0.776138513,-1.168129647,1
-1.415181069,0,1,-0.023755488,3,0,812,3,0,2,1,2,2,2,-0.842832273,-0.68281683,0,-1.150554102,3,3,3,-1.383726333,1.242399933,3,-1.126219938,-1.183926365,-0.776138513,-1.168129647,0
1.650870768,1,1,0.223032976,4,0,813,4,1,3,2,2,3,1,-0.738279385,2.169877112,0,1.30934098,4,2,1,-0.288037569,0.278638507,3,-0.324309883,-0.621200067,-0.372486076,-0.030567155,0
1.431867066,1,1,-0.887515111,3,1,815,3,0,3,4,7,3,1,2.348213781,0.947293994,0,0.216054277,3,4,0,2.382703792,0.278638507,3,-0.524787397,-0.339836919,-0.776138513,-0.314957778,0
-0.867671812,1,1,-1.010909343,2,0,816,2,1,2,1,2,1,1,-0.929002235,-0.68281683,1,-1.150554102,3,4,1,-1.383726333,-1.648884344,3,-1.126219938,-1.183926365,-0.776138513,-1.168129647,1
-0.429664407,1,1,-0.270543952,3,1,817,3,0,3,3,7,3,1,1.224557469,-1.090344536,0,-1.150554102,3,4,0,0.396767908,0.278638507,4,1.279510228,1.348341973,0.434818799,0.822604714,0
-0.429664407,1,0,0.840004135,3,2,819,1,1,3,2,0,1,0,-0.238493602,0.947293994,0,-0.057267399,3,3,0,-0.698920855,0.278638507,3,-0.725264911,-0.621200067,-0.776138513,-0.599348401,1
1.103361512,1,1,-0.887515111,2,5,820,3,1,3,4,5,4,1,2.348213781,-0.68281683,1,-1.150554102,3,3,1,2.040301053,0.278638507,2,2.281897797,2.755157717,0.434818799,-1.168129647,0
-0.101158853,1,1,-1.010909343,3,5,823,3,1,3,2,3,2,1,-0.260553112,-1.090344536,0,-0.057267399,3,1,1,-0.151076474,-0.685122918,3,0.477600173,0.785615676,-0.776138513,0.253823468,0
-0.867671812,1,1,1.703763758,2,0,824,3,0,4,1,1,3,1,-0.841453553,-0.68281683,0,2.402627683,4,3,1,-0.151076474,0.278638507,3,0.678077686,0.785615676,-0.776138513,0.822604714,0
2.307881876,1,1,-0.887515111,4,0,825,4,0,3,5,7,2,0,2.348213781,1.762349406,1,-0.877232426,3,4,0,2.382703792,-0.685122918,3,2.281897797,2.895839291,2.251254768,1.106995337,1
-0.210660704,1,1,-1.010909343,4,0,826,4,1,4,1,1,3,0,-0.886032147,0.132238582,0,-0.60391075,3,3,0,-0.56195976,-2.130765057,3,-0.925742425,-0.621200067,0.031166362,-0.599348401,0
0.555852255,1,1,-1.010909343,2,0,827,4,1,2,2,3,4,1,-0.068911116,2.373640965,1,-0.60391075,3,4,1,-0.424998665,1.242399933,3,-0.524787397,-0.339836919,-0.776138513,-0.599348401,0
-0.977173664,1,1,-0.887515111,4,1,828,3,0,3,1,1,3,0,-0.454952548,1.3548217,0,0.489375953,3,4,0,-0.835881951,0.278638507,2,-0.925742425,-0.621200067,0.031166362,-0.883739024,1
-0.101158853,1,2,0.469821439,3,4,829,3,0,3,1,8,2,1,-0.969444671,0.539766288,0,-0.60391075,3,2,1,-0.424998665,-0.685122918,3,-0.324309883,-0.621200067,-0.776138513,-0.030567155,0
-0.539166258,1,1,-0.640726647,3,0,830,3,1,2,2,3,3,1,-0.045932459,-0.68281683,0,-0.877232426,3,3,1,0.396767908,0.278638507,3,1.479987742,2.473794568,1.645776112,1.106995337,0
0.336848552,2,1,0.840004135,4,1,832,1,0,2,2,2,3,0,-0.291344512,1.3548217,0,-0.330589074,3,4,0,-0.151076474,1.724280646,3,-1.126219938,-1.183926365,-0.776138513,-1.168129647,0
-0.758169961,1,1,-0.887515111,3,1,833,3,1,2,2,3,4,0,0.118364936,0.947293994,1,2.402627683,4,2,0,0.122845717,1.242399933,2,-1.326697452,-1.183926365,-0.776138513,-1.168129647,0
0.884357809,1,1,-0.887515111,3,0,834,2,1,2,1,1,3,0,-0.939342631,-0.68281683,0,-0.330589074,3,4,0,-1.383726333,0.278638507,3,-1.126219938,-1.183926365,-0.776138513,-1.168129647,0
0.555852255,1,1,2.444129149,3,0,836,2,0,3,2,3,2,1,-0.443003646,-0.68281683,0,-0.60391075,3,4,1,-0.151076474,0.278638507,2,0.477600173,1.066978825,2.049428549,1.106995337,0
0.11784485,2,1,0.346427207,3,0,837,1,0,2,2,4,1,2,-0.016979351,-0.275289124,0,-0.057267399,3,3,1,0.259806813,0.278638507,2,-0.524787397,-0.339836919,-0.372486076,-0.599348401,0
-0.320162556,2,1,0.840004135,4,0,838,3,1,2,1,1,4,0,-0.875232179,-0.68281683,0,0.216054277,3,3,0,-0.698920855,0.278638507,3,-0.324309883,-0.621200067,-0.372486076,-0.314957778,0
1.322365214,1,0,0.223032976,3,2,840,3,1,3,3,0,4,1,0.296909099,-0.68281683,0,0.762697628,3,1,2,-0.288037569,0.278638507,4,0.477600173,1.066978825,2.049428549,0.822604714,1
1.979376322,1,0,-0.887515111,1,1,842,3,0,3,2,0,4,0,-0.276178599,0.539766288,0,0.216054277,3,3,0,0.122845717,0.278638507,2,0.477600173,0.785615676,2.049428549,-0.314957778,1
0.665354106,1,1,0.593215671,2,0,843,2,0,3,4,7,1,1,2.348213781,1.3548217,0,2.402627683,4,3,1,1.492456672,0.278638507,3,-0.524787397,-0.902563216,-0.372486076,-1.168129647,0
-1.086675515,1,1,-0.517332416,1,3,844,3,0,2,3,7,4,2,1.481229064,-0.68281683,1,0.216054277,3,2,1,-0.288037569,0.278638507,3,0.477600173,1.066978825,-0.776138513,1.106995337,0
